769690830114357248	P
771077379531821057	N
771316436107014144	NEU
771720050017460225	P
772626202238578688	N
772619014820560896	NEU
772993402791202816	NEU
772207730887122946	NEU
772279896844464128	N
774703192105971712	N
774091316183478272	NEU
774749864647274498	P
774995056080084993	NEU
775011782456901633	N
774790015209594880	P
774804336236978177	P
774857935503646720	NEU
773374788639268864	N
775076568112701440	P
773171351226122240	NEU
767932620646653952	N
767872843875028993	NEU
769133915793686528	NEU
769390046210318337	N
767782736664944641	N
768989329154838528	N
769013102457290757	NEU
769002663505752064	NEU
768598642307506176	NEU
768665778413600768	P
768672756409991168	N
768692566548213760	P
757597811898781696	N
757602234041524224	NEU
757077849320939520	P
757355012112715776	P
757414319772594176	NEU
756826418244415488	P
757073772277067776	N
756565904037670912	P
758019095879151616	NEU
756645807756107776	NEU
756616653505437698	NEU
755933229962723328	P
755769959687544833	NEU
775898703391494145	NEU
756015295903440896	P
759431031422320640	NEU
759783733775835137	NEU
759529525852180482	NEU
760269727025463296	NEU
760391744752148480	N
760081730623733761	P
760143578794450944	P
760492618375532545	NEU
759236031694725121	P
760896416667541504	NEU
761704669676789761	NEU
763075659119951872	NEU
763306552317079552	N
765025174815113216	N
762793889145163777	N
765242085775638529	N
764675800608145408	P
764692006950043648	P
765425712358621185	N
765413630720344066	N
765334266720944128	N
764916427799293952	P
754881583937646592	NEU
758195444375818240	NEU
755067714801131521	P
755169779812409345	NEU
758890548182646784	P
755388295081758720	P
755234896117952512	N
758283904797192192	NEU
758416357922930694	N
758492361517326337	N
766301800890822656	P
766179300181549056	N
766493222461845508	N
765537241527676929	NEU
766395669905104901	P
765640665493544960	P
765742009894182912	N
767007430274199552	P
766496881480495104	N
766239845849194497	P
765778044598489092	NEU
765776184059781121	P
761026703946723328	N
762727393354256384	NEU
759446264564113409	NEU
759433268592799744	N
761436543840088064	N
761808082586390529	N
761772130782547968	N
777224631338033152	NEU
777580423262142464	NEU
777568106176622593	N
777854711777099776	NEU
777913887953940480	N
778714041367703552	NEU
778663818507481096	NEU
778628460742836225	N
778630634809991168	N
778433914914365444	N
778050380940898304	NEU
779244878253391873	NEU
783298355933933568	NEU
783318730319224832	NEU
783669473840627712	N
784109537326460929	NEU
784159657350823936	N
783124669259841536	N
783172969489104896	N
784511793905471488	P
784540871651762176	P
784521164416806916	N
784821333511270400	P
784817880927842304	P
784842517791576064	P
784185786946228228	NEU
785160468319047680	N
783745150937735169	N
783899318256279552	P
783123335521722368	N
785225277936963584	NEU
785310562729103361	P
785260170125250560	P
783156940239147008	N
780613735031316480	N
780580504940732416	NEU
780569894513410048	NEU
780499694111916033	N
780586120757309440	N
780781581313183744	P
780776036489453568	NEU
780637980356710400	NEU
780764625902137344	NEU
780691209253642240	NEU
780632362216517632	N
779891855299383296	N
780183609118494720	N
779517832254152704	P
780130420637650944	NEU
780961748606001152	P
780964893063282688	NEU
780836952048275456	P
780844723883966464	N
779893756619268100	N
781141283758800896	N
780999932253790208	NEU
780423125091704833	N
780411715771039748	P
779539291622019072	NEU
777836746612609024	P
783049548474220545	NEU
782975653524049924	P
781823357914378241	P
781821498768105472	NEU
781905722074238976	P
781697184634966016	P
781892356903624704	NEU
781920338196230144	NEU
782277166809681920	NEU
782069972658970624	N
782068560600457216	P
782254158480936960	NEU
781526421541888000	NEU
781331757681475584	NEU
782809141005942784	N
782813829608636416	N
782830919061307392	N
782802762836738048	NEU
782438718858813440	N
782599185849651200	NEU
782610664283963392	NEU
782308655362342913	NEU
782431920298786816	P
777312720181919744	N
777378425917038592	P
776968777548259330	NEU
776977893691953153	P
777099921308680192	NEU
776989710510161920	NEU
777274839556030464	N
781713247951056896	NEU
781703885366894592	NEU
781320229792079872	P
782082666015420416	NEU
782081513156337664	NEU
782011621375938561	N
775739907620888576	NEU
775802293916692480	N
775765534063398916	N
775552107248230400	P
775557547424092160	NEU
775526047701880836	P
775417781143609344	N
775427372543770624	P
776503877269159938	P
776500041229987840	NEU
775888797942685696	P
776474197015072768	NEU
776462525399433216	P
776461735712722944	P
776461072941379584	P
776456715713802241	NEU
776457973648556032	P
775665650987524097	P
776165350505349120	N
776157943498694658	P
776095878968999936	P
776142611321159680	NEU
776067419374780417	N
776784783603040256	NEU
776776924832133122	NEU
776862816515096576	NEU
776187620481130496	NEU
776232633936195589	P
775532312696152064	NEU
776637754042118144	NEU
776360342599458816	NEU
774473153791655936	P
777624813389094913	N
786601015382380544	NEU
788562429668003840	N
788771382247067648	N
788792995176935424	N
788222112892936192	P
788227910016593920	N
788153019342827520	P
787732737696362497	P
787730750535761920	N
787800586368475136	P
787803254423953408	NEU
787830912448917505	P
788864306456788992	P
788843012327702530	P
788826264400527360	N
787698064568020992	P
788425788458725376	N
788357788648955904	N
788407561720569858	P
789051925467496448	N
789177311190929408	N
789178002890297345	NEU
788601183103545345	P
788213963704107008	P
788236080025927680	NEU
789316199205244928	NEU
789264910509285377	NEU
789526770403962880	P
789478011347369985	NEU
793924059427905537	NEU
794229453278867456	NEU
793879276156248064	P
794450154753576960	NEU
794580353671430144	N
794624864955015168	N
794677553105485828	N
794703539624939520	N
793966941673320448	N
794231933966446592	N
794135682876919808	NEU
794190479231483904	NEU
794162107180793856	P
794296823582179328	NEU
794254560646856704	P
793815813740433408	P
793802258618077185	N
793963946638245888	N
793558537695879173	NEU
793513980119683072	P
793579697238077441	P
795431521037516800	NEU
795432065722257409	NEU
795459489189298176	NEU
795299556967796736	NEU
795320682154434560	NEU
795403194641698816	NEU
795472644523102210	N
795423043673726976	N
795362026713321472	N
795343414678192128	NEU
795369188189761536	NEU
794913012192858112	P
795058374760988672	N
795052145821134849	NEU
794273061050712067	NEU
794509641535340544	P
794357109517336582	NEU
795805984782315520	P
795768451218493440	N
795734472620707840	NEU
795732959127105536	P
795614080723664896	N
795621098603868160	N
795631439228370944	P
795467252288077824	NEU
795488685185728512	NEU
795462169248731136	NEU
795489090007351298	P
795476998999212032	N
795476637265465344	N
795476475461980164	P
795139309447815168	NEU
793970868481380352	NEU
794035205430329344	NEU
793994133002186752	P
791293224589623296	N
791395134499729409	P
791357573626822656	NEU
791281180649877504	NEU
791292303725981696	N
791373661378908161	NEU
791346235290550272	N
790306040910721024	NEU
790404919169781760	P
790382020400713728	N
790575389710094336	P
790281088195264512	N
789991977009967104	N
790182747180560388	P
790333805164896261	N
789624411192188928	N
791703010208575489	NEU
791720747702087680	NEU
791723547509022720	N
791638792662769664	N
791049924779515904	P
789861161579737089	N
789692402441281536	NEU
789950106133008384	P
789884142246912001	N
790633131942506496	NEU
791404674033254400	NEU
791488940704399360	N
791492869244715008	NEU
