768524475461611520	P
771012952744792064	P
771347290183176192	P
774628406570864640	NEU
774244990981550080	P
774091923309027329	N
773386700055842816	N
767493634610503680	P
756839194618585088	NEU
756793441573490689	P
756509508873039872	N
756511787030224896	N
757777017630625794	N
756660343032741888	N
758016472736161792	NEU
756324983899467776	N
757831300816351233	N
756121660260954112	N
775496757341859841	N
760453000536002560	NEU
760312766049624064	NEU
760212668619694080	N
759396839875416064	N
760870380491804672	N
761046882206355459	N
761610389779992578	P
761621055827914752	N
762833226763153408	N
765080476893663232	N
765290577814364160	P
764699111404687360	N
762770964161495040	N
762776900733431808	NEU
765376021436567552	N
755019727580176384	N
756270439219892225	N
758420573550616576	N
766764188664471553	N
765718084942372864	P
767214252155211777	N
761268192308137984	NEU
760827170054778880	P
762670320125739008	P
762164825749229569	N
762173523968139264	N
761792460896899072	N
761740848891437057	N
777671236486692864	NEU
778921802730831872	P
779473588227153920	N
778744765646983171	N
778083655646257152	N
779242025690419200	N
779210384167227392	P
783779323912134656	N
784136043842809856	N
784088095872299008	NEU
784807759300530176	P
780591728390643713	P
780159835698438144	N
780256585478045696	NEU
777684201764118528	P
783062975821164544	P
781622769469366272	N
782249539373719552	P
782213420485521408	N
782357679549263873	N
782382369873334272	N
781466764349616128	N
781516708137709569	N
782385843306586112	N
781810712167395329	P
781986344549486592	P
775525784035340288	P
776097935197032448	P
776044066119180288	P
776150421014315008	N
776587365150105600	P
776620041232003072	N
776617461227466752	NEU
778233977253482496	NEU
786706365339361280	N
788222772187009024	P
787781589497360384	NEU
787729863004172288	N
788938265529155584	P
788966624497766400	NEU
787688311041118208	P
788555526015553536	P
788519619950551040	N
793903231889850368	NEU
793915878911807488	P
793937491241746434	NEU
793700280877486080	N
795376246335176704	N
795062182144638976	P
794396131040104448	N
794414954786848768	N
794406003701731328	NEU
791303372104011776	P
790417719829016576	NEU
790277975518289920	P
791066240022220800	P
791505915719462912	NEU
790662270854410241	N
791125462374191104	P
791140003225145345	P
790023068752093184	P
790008037008220160	P
790050988451258368	P
786784096001208322	P
785545900458332160	N
785554208292347904	N
786394533512683521	N
786050460192956416	N
787182297086779392	N
792007586094559232	N
792201591466057728	N
792806348119433217	N
792620532927598592	N
792205374002569217	N
790733477712764928	P
787532421675659264	N
787866235832643584	N
796211148823490560	NEU
795992990032556033	N
796135728476397569	P
796064708025602049	N
798001631165976577	N
797845416335249408	NEU
799342202283429888	P
799294610195386368	P
800036929500811265	P
800147361356021760	N
798890282930405378	P
798924358441992192	P
798965541708779520	NEU
798873642985631746	P
798756060211257344	P
799774599521017856	N
799645118814830593	P
799609670604189696	N
798524945202552833	P
799110004838137857	NEU
799157588227190784	N
798394985141956609	N
798195535714783236	P
798014646103851008	P
798678853656965121	P
798724518646874114	P
798023052340523008	P
799499712600702976	N
805645896440422401	P
806160286004772864	P
804548067743727618	NEU
804421410244456449	P
804386615858778113	N
804742540305973248	P
804862298502426624	P
804771682430971904	NEU
804178700010999808	P
804228729434152960	N
805268871498244096	NEU
803301514789863424	N
803312504956850176	P
803611060028592129	N
803769742641086464	N
802498356064894976	P
802556423158644737	N
802686164767477760	N
802773305673576448	P
803138138449137665	N
803067168124321792	N
803093781188751361	P
803076711797530624	P
802709702777806848	NEU
802811424166658049	N
802381429384441857	N
802397679535976448	P
803836668604190728	NEU
803817199848787968	P
803850279137513481	N
804026640045117444	N
804113089776021504	N
804134884990013444	NEU
799985647620493312	P
799974349558181888	P
806345158837026818	P
806301992306044928	N
807397187197906944	N
807633068739596288	NEU
807603419309633536	NEU
807663090468691969	N
807516442405064704	N
806723798103822341	N
806722336757923841	N
806677241295937537	NEU
807050210379792384	N
807129465490903040	N
807070370864005120	P
808086758919405568	N
808123945132003328	P
807861532742676480	NEU
808300391116906497	P
807774467749511168	P
807808870168989696	P
803486432975155200	N
796426638602842112	N
796545111341400064	NEU
796596010646638592	P
796804374232231937	NEU
796801885659348996	N
797163197467869184	P
797177882065989632	N
796948950901280768	N
796948143770365953	N
797252876477206528	N
797255091497496577	N
797170798863720448	N
795873192719958016	N
796888114262376448	NEU
796937530008633344	P
796956479806992384	P
796695137850130432	P
796609483229237248	N
795842731792859136	P
796199922903068672	N
795854331853406208	N
796345947533869056	N
796340512516997120	P
796183505831010304	NEU
795282825704415233	N
794060187061493760	N
794058197908606976	N
794095587939356672	P
795168205144662016	N
794726328473817088	N
794761241419862016	N
794583841931333632	NEU
794782679627612160	N
797626988932591616	N
797424150696509442	P
797465194989502464	N
797489492248719360	N
797243191892160512	P
806483406683074560	P
806547199504957440	P
809478497370447872	N
809082001726636032	NEU
808805361448718336	NEU
808722637916663808	N
808477090609852416	P
809134799327727616	N
809809584068161540	P
798357619035410432	N
801252954233798656	N
800686062091653121	P
801162783635095552	NEU
800351873077313536	N
801862044802805760	N
801861903798640641	P
801882610595020801	N
801886680122683392	NEU
801895432880164864	N
801809592460058624	N
801802164125319168	NEU
800828873826975746	N
800856610134331392	P
800864947643117568	N
800924269123424256	N
800924252681732096	NEU
800925982408540160	N
800905568433111040	N
800910161254748160	N
800510677374767104	NEU
802253312535904256	N
801179917350150144	N
801609571148173312	N
801597693323685888	NEU
801642252439343106	N
801562698903408645	NEU
801411005423222785	P
801405213701767168	N
801942180944289792	N
801986140614098944	P
802005150340710400	N
802023546335563777	N
802032807987904513	NEU
802014059445047296	P
811621694037053441	P
811652056285069312	N
811669826967961600	P
811675698809229312	P
811592342129905664	N
811192754923446273	P
810909485682323456	N
810843639144452097	N
810829323779342336	P
810926839732596737	NEU
810925289689780224	N
810723698646851584	N
810728378185617408	P
808774312991817728	N
808764633213440000	N
808793143206408194	N
